"SUMLEV","REGION","DIVISION","STATE","NAME","SEX","AGE","ESTBASE2010_CIV","POPEST2010_CIV","POPEST2011_CIV","POPEST2012_CIV","POPEST2013_CIV","POPEST2014_CIV"
40,3,5,13,Georgia,0,70 - 79,433185,436720,452504,473339,501166,526969
40,3,5,13,Georgia,0,80 - 89,242914,242914,250314,257944,264382,271418
40,3,5,13,Georgia,0,999,9628686,9656047,9745022,9854077,9931240,10031414
40,3,5,13,Georgia,1,0 - 9,704589,703756,701363,699785,697777,697127
40,3,5,13,Georgia,1,10 - 19,711631,712664,713915,714010,710987,712327
40,3,5,13,Georgia,1,20 - 29,652201,654554,665529,680846,686838,698788
40,3,5,13,Georgia,1,30 - 39,651743,650999,644811,642277,641316,642240
40,3,5,13,Georgia,1,40 - 49,691174,692520,694094,692950,686630,677637
40,3,5,13,Georgia,1,50 - 59,595320,599294,613050,626616,637605,647430
40,3,5,13,Georgia,1,60 - 69,400900,404385,420303,435848,447863,463175
40,3,5,13,Georgia,1,70 - 79,189890,191719,199526,209856,222967,234864
40,3,5,13,Georgia,1,80 - 89,81851,81851,86110,89998,93741,97371
40,3,5,13,Georgia,1,999,4679299,4692732,4738701,4792186,4825724,4870959
40,3,5,13,Georgia,2,0 - 9,677380,676665,674625,673507,671502,670091
40,3,5,13,Georgia,2,10 - 19,683626,684312,683984,684831,685150,688151
40,3,5,13,Georgia,2,20 - 29,670935,672825,679887,690438,694379,703899
40,3,5,13,Georgia,2,30 - 39,692473,691711,685567,684265,685527,689162
40,3,5,13,Georgia,2,40 - 49,723677,725217,726708,726550,722262,716100
40,3,5,13,Georgia,2,50 - 59,645814,649537,661896,674857,685724,695825
40,3,5,13,Georgia,2,60 - 69,451124,455961,476472,496014,512132,531075
40,3,5,13,Georgia,2,70 - 79,243295,245001,252978,263483,278199,292105
40,3,5,13,Georgia,2,80 - 89,161063,161063,164204,167946,170641,174047
40,3,5,13,Georgia,2,999,4949387,4963315,5006321,5061891,5105516,5160455
40,4,9,15,Hawaii,0,0 - 9,170768,170997,173722,176127,177675,177763
40,4,9,15,Hawaii,0,10 - 19,165991,165936,164240,162169,162062,161293
40,4,9,15,Hawaii,0,20 - 29,170334,172831,179155,183810,187315,189671
40,4,9,15,Hawaii,0,30 - 39,163438,163888,165551,168626,172963,176598
40,4,9,15,Hawaii,0,40 - 49,180824,180384,177590,174071,170632,167549
40,4,9,15,Hawaii,0,50 - 59,190807,190860,189781,187983,185955,184262
40,4,9,15,Hawaii,0,60 - 69,141372,142983,148808,153622,158157,161664
40,4,9,15,Hawaii,0,70 - 79,76028,76241,77544,79513,82984,87675
40,4,9,15,Hawaii,0,80 - 89,59940,59940,62033,63735,65068,65873
40,4,9,15,Hawaii,0,999,1319502,1324534,1338424,1349656,1362811,1372348
40,4,9,15,Hawaii,1,0 - 9,87866,88058,89620,90813,91345,91115
40,4,9,15,Hawaii,1,10 - 19,84930,85024,84203,82916,83043,82667
40,4,9,15,Hawaii,1,20 - 29,83353,85096,89478,93593,96365,98198
40,4,9,15,Hawaii,1,30 - 39,79290,79663,80974,83044,85572,87877
40,4,9,15,Hawaii,1,40 - 49,89519,89265,87693,85982,84206,82700
40,4,9,15,Hawaii,1,50 - 59,94549,94529,93919,92984,91923,91025
40,4,9,15,Hawaii,1,60 - 69,69710,70478,73282,75530,77626,79058
40,4,9,15,Hawaii,1,70 - 79,34080,34265,35155,36356,38227,40565
40,4,9,15,Hawaii,1,80 - 89,23256,23256,23789,24299,24706,24998
40,4,9,15,Hawaii,1,999,646553,649775,658113,665517,673013,678203
40,4,9,15,Hawaii,2,0 - 9,82902,82939,84102,85314,86330,86648
40,4,9,15,Hawaii,2,10 - 19,81061,80912,80037,79253,79019,78626
40,4,9,15,Hawaii,2,20 - 29,86981,87735,89677,90217,90950,91473
40,4,9,15,Hawaii,2,30 - 39,84148,84225,84577,85582,87391,88721
40,4,9,15,Hawaii,2,40 - 49,91305,91119,89897,88089,86426,84849
40,4,9,15,Hawaii,2,50 - 59,96258,96331,95862,94999,94032,93237
40,4,9,15,Hawaii,2,60 - 69,71662,72505,75526,78092,80531,82606
40,4,9,15,Hawaii,2,70 - 79,41948,41976,42389,43157,44757,47110
40,4,9,15,Hawaii,2,80 - 89,36684,36684,38244,39436,40362,40875
40,4,9,15,Hawaii,2,999,672949,674759,680311,684139,689798,694145
40,4,8,16,Idaho,0,0 - 9,242967,242444,240452,238502,237539,237585
40,4,8,16,Idaho,0,10 - 19,232191,232292,232834,232836,234497,237134
40,4,8,16,Idaho,0,20 - 29,212323,212532,213607,214502,215389,217287
40,4,8,16,Idaho,0,30 - 39,197689,197947,198968,201421,205123,208990
40,4,8,16,Idaho,0,40 - 49,197703,197512,196039,194177,192336,191784
40,4,8,16,Idaho,0,50 - 59,201890,202743,205530,207396,208255,208668
40,4,8,16,Idaho,0,60 - 69,146748,148275,155143,162425,168620,175424
40,4,8,16,Idaho,0,70 - 79,80400,81109,84290,88022,93530,98667
40,4,8,16,Idaho,0,80 - 89,50896,50896,51781,52538,53696,54697
40,4,8,16,Idaho,0,999,1562807,1565980,1578644,1591819,1608985,1630236
40,4,8,16,Idaho,1,0 - 9,124355,124119,123097,122035,121442,121386
40,4,8,16,Idaho,1,10 - 19,118951,118983,119176,119040,119917,121209
40,4,8,16,Idaho,1,20 - 29,107429,107462,108060,108553,109454,110790
40,4,8,16,Idaho,1,30 - 39,100158,100234,100692,101911,103737,105712
40,4,8,16,Idaho,1,40 - 49,98942,98875,98283,97336,96514,96346
40,4,8,16,Idaho,1,50 - 59,100029,100417,101664,102426,102826,102839
40,4,8,16,Idaho,1,60 - 69,72690,73408,76738,80248,83209,86542
40,4,8,16,Idaho,1,70 - 79,38613,38995,40686,42587,45279,47764
40,4,8,16,Idaho,1,80 - 89,20094,20094,20647,21131,21805,22360
40,4,8,16,Idaho,1,999,781261,782704,789043,795267,804183,814948
40,4,8,16,Idaho,2,0 - 9,118612,118325,117355,116467,116097,116199
40,4,8,16,Idaho,2,10 - 19,113240,113309,113658,113796,114580,115925
40,4,8,16,Idaho,2,20 - 29,104894,105070,105547,105949,105935,106497
40,4,8,16,Idaho,2,30 - 39,97531,97713,98276,99510,101386,103278
40,4,8,16,Idaho,2,40 - 49,98761,98637,97756,96841,95822,95438
40,4,8,16,Idaho,2,50 - 59,101861,102326,103866,104970,105429,105829
40,4,8,16,Idaho,2,60 - 69,74058,74867,78405,82177,85411,88882
40,4,8,16,Idaho,2,70 - 79,41787,42114,43604,45435,48251,50903
40,4,8,16,Idaho,2,80 - 89,30802,30802,31134,31407,31891,32337
40,4,8,16,Idaho,2,999,781546,783276,789601,796552,804802,815288
40,2,3,17,Illinois,0,0 - 9,1695056,1691204,1674216,1658481,1640183,1619011
40,2,3,17,Illinois,0,10 - 19,1796145,1793344,1774929,1751001,1729329,1709020
40,2,3,17,Illinois,0,20 - 29,1770137,1770611,1771469,1773968,1778214,1779287
40,2,3,17,Illinois,0,30 - 39,1715559,1714248,1706465,1708261,1717772,1722579
40,2,3,17,Illinois,0,40 - 49,1807321,1803322,1784720,1761043,1730504,1696571
40,2,3,17,Illinois,0,50 - 59,1738171,1744782,1770429,1786774,1796348,1798410
40,2,3,17,Illinois,0,60 - 69,1150537,1160677,1207192,1246863,1280043,1321783
40,2,3,17,Illinois,0,70 - 79,653957,654874,663424,679764,706247,725481
40,2,3,17,Illinois,0,80 - 89,470692,470692,476798,478763,481010,481321
40,2,3,17,Illinois,0,999,12797575,12805900,12829642,12844918,12859650,12853463
40,2,3,17,Illinois,1,0 - 9,864472,862685,854394,845607,835776,824719
40,2,3,17,Illinois,1,10 - 19,918836,917350,907468,894913,883100,872380
40,2,3,17,Illinois,1,20 - 29,888786,889182,890385,891922,895809,896265
40,2,3,17,Illinois,1,30 - 39,855336,854680,851102,852129,857229,860042
40,2,3,17,Illinois,1,40 - 49,893771,891866,883368,872473,857626,841326
40,2,3,17,Illinois,1,50 - 59,847948,851281,864311,872500,877668,879135
40,2,3,17,Illinois,1,60 - 69,544809,549747,572435,592308,608707,628980
40,2,3,17,Illinois,1,70 - 79,286150,286882,291839,300173,313162,322837
40,2,3,17,Illinois,1,80 - 89,164983,164983,168780,170357,172480,173882
40,2,3,17,Illinois,1,999,6265091,6269724,6284082,6292382,6301557,6299566
40,2,3,17,Illinois,2,0 - 9,830584,828519,819822,812874,804407,794292
40,2,3,17,Illinois,2,10 - 19,877309,875994,867461,856088,846229,836640
40,2,3,17,Illinois,2,20 - 29,881351,881429,881084,882046,882405,883022
40,2,3,17,Illinois,2,30 - 39,860223,859568,855363,856132,860543,862537
40,2,3,17,Illinois,2,40 - 49,913550,911456,901352,888570,872878,855245
40,2,3,17,Illinois,2,50 - 59,890223,893501,906118,914274,918680,919275
40,2,3,17,Illinois,2,60 - 69,605728,610930,634757,654555,671336,692803
40,2,3,17,Illinois,2,70 - 79,367807,367992,371585,379591,393085,402644
40,2,3,17,Illinois,2,80 - 89,305709,305709,308018,308406,308530,307439
40,2,3,17,Illinois,2,999,6532484,6536176,6545560,6552536,6558093,6553897
40,2,3,18,Indiana,0,0 - 9,878892,876699,870615,865865,864160,860046
40,2,3,18,Indiana,0,10 - 19,927727,926807,921305,910964,907607,905515
40,2,3,18,Indiana,0,20 - 29,869692,871388,879497,889813,898728,906645
40,2,3,18,Indiana,0,30 - 39,823237,822398,818163,816788,822438,826666
40,2,3,18,Indiana,0,40 - 49,896547,894978,885914,873368,859117,842698
40,2,3,18,Indiana,0,50 - 59,891045,894646,907509,914985,919778,921528
40,2,3,18,Indiana,0,60 - 69,609698,614392,637347,659227,676960,700460
40,2,3,18,Indiana,0,70 - 79,345167,346060,351943,361167,375333,386422
40,2,3,18,Indiana,0,80 - 89,237032,237032,240058,241808,243132,243803
40,2,3,18,Indiana,0,999,6479037,6485416,6512351,6533985,6567253,6593783
40,2,3,18,Indiana,1,0 - 9,449553,448474,445185,443365,442548,440211
40,2,3,18,Indiana,1,10 - 19,474458,474198,472062,466361,464162,463272
40,2,3,18,Indiana,1,20 - 29,437366,438048,441854,447489,452817,457190
40,2,3,18,Indiana,1,30 - 39,412196,411700,409134,408537,411300,413298
40,2,3,18,Indiana,1,40 - 49,445926,445333,441793,435920,428990,420895
40,2,3,18,Indiana,1,50 - 59,438898,440618,446790,450344,452807,453766
40,2,3,18,Indiana,1,60 - 69,291068,293384,304638,315491,323927,335571
40,2,3,18,Indiana,1,70 - 79,152883,153436,156622,161464,168741,174194
40,2,3,18,Indiana,1,80 - 89,82958,82958,85022,86245,87405,88400
40,2,3,18,Indiana,1,999,3185306,3188684,3203100,3215216,3232697,3246797
40,2,3,18,Indiana,2,0 - 9,429339,428225,425430,422500,421612,419835
40,2,3,18,Indiana,2,10 - 19,453269,452609,449243,444603,443445,442243
40,2,3,18,Indiana,2,20 - 29,432326,433340,437643,442324,445911,449455
40,2,3,18,Indiana,2,30 - 39,411041,410698,409029,408251,411138,413368
40,2,3,18,Indiana,2,40 - 49,450621,449645,444121,437448,430127,421803
40,2,3,18,Indiana,2,50 - 59,452147,454028,460719,464641,466971,467762
40,2,3,18,Indiana,2,60 - 69,318630,321008,332709,343736,353033,364889
40,2,3,18,Indiana,2,70 - 79,192284,192624,195321,199703,206592,212228
40,2,3,18,Indiana,2,80 - 89,154074,154074,155036,155563,155727,155403
40,2,3,18,Indiana,2,999,3293731,3296732,3309251,3318769,3334556,3346986
40,2,4,19,Iowa,0,0 - 9,402769,402531,400859,400523,400846,400589
40,2,4,19,Iowa,0,10 - 19,417743,417897,418236,415524,415434,415808
40,2,4,19,Iowa,0,20 - 29,410730,411259,413760,416274,418807,420886
40,2,4,19,Iowa,0,30 - 39,361414,362147,364179,369204,376467,383096
40,2,4,19,Iowa,0,40 - 49,403445,401837,393845,385706,376874,368612
40,2,4,19,Iowa,0,50 - 59,427584,428826,432689,434761,435443,433842
40,2,4,19,Iowa,0,60 - 69,292740,295080,306787,319074,329123,341093
40,2,4,19,Iowa,0,70 - 79,183681,183638,184948,187196,192095,196479
40,2,4,19,Iowa,0,80 - 89,144846,144846,145597,146118,145582,145168
40,2,4,19,Iowa,0,999,3044952,3048360,3060900,3074380,3090671,3105573
40,2,4,19,Iowa,1,0 - 9,206070,205872,205044,204827,204914,204600
40,2,4,19,Iowa,1,10 - 19,214572,214658,214582,213248,212850,213043
40,2,4,19,Iowa,1,20 - 29,210612,210934,212455,213433,215023,216089
40,2,4,19,Iowa,1,30 - 39,183200,183686,185162,187702,191485,195159
40,2,4,19,Iowa,1,40 - 49,202317,201517,197849,194218,189869,185923
40,2,4,19,Iowa,1,50 - 59,213859,214433,216123,216726,216831,215976
40,2,4,19,Iowa,1,60 - 69,142910,144169,150156,156496,161726,167816
40,2,4,19,Iowa,1,70 - 79,82256,82320,83302,84888,87530,89934
40,2,4,19,Iowa,1,80 - 89,51384,51384,52166,52723,53033,53166
40,2,4,19,Iowa,1,999,1507180,1509179,1516839,1524261,1533261,1541706
40,2,4,19,Iowa,2,0 - 9,196699,196659,195815,195696,195932,195989
40,2,4,19,Iowa,2,10 - 19,203171,203239,203654,202276,202584,202765
40,2,4,19,Iowa,2,20 - 29,200118,200325,201305,202841,203784,204797
40,2,4,19,Iowa,2,30 - 39,178214,178461,179017,181502,184982,187937
40,2,4,19,Iowa,2,40 - 49,201128,200320,195996,191488,187005,182689
40,2,4,19,Iowa,2,50 - 59,213725,214393,216566,218035,218612,217866
40,2,4,19,Iowa,2,60 - 69,149830,150911,156631,162578,167397,173277
40,2,4,19,Iowa,2,70 - 79,101425,101318,101646,102308,104565,106545
40,2,4,19,Iowa,2,80 - 89,93462,93462,93431,93395,92549,92002
40,2,4,19,Iowa,2,999,1537772,1539181,1544061,1550119,1557410,1563867
40,2,4,20,Kansas,0,0 - 9,407943,408327,407341,407338,405922,403862
40,2,4,20,Kansas,0,10 - 19,402007,402804,403123,401629,400302,399834
40,2,4,20,Kansas,0,20 - 29,392951,393470,394008,398087,398696,399746
40,2,4,20,Kansas,0,30 - 39,346552,347016,348583,353057,358563,364552
40,2,4,20,Kansas,0,40 - 49,373600,371657,363872,355047,345560,337402
40,2,4,20,Kansas,0,50 - 59,386667,387540,391983,393696,393944,392451
40,2,4,20,Kansas,0,60 - 69,256475,258686,269535,280062,288964,299296
40,2,4,20,Kansas,0,70 - 79,152100,152186,153316,155606,160614,165012
40,2,4,20,Kansas,0,80 - 89,116261,116261,117479,118374,118845,119106
40,2,4,20,Kansas,0,999,2834556,2838405,2849240,2862896,2871410,2881261
40,2,4,20,Kansas,1,0 - 9,208313,208526,208143,208175,207764,206914
40,2,4,20,Kansas,1,10 - 19,206953,207425,207649,206659,205842,205431
40,2,4,20,Kansas,1,20 - 29,198504,198811,198940,201764,202997,204571
40,2,4,20,Kansas,1,30 - 39,173338,173645,174574,177150,180167,183179
40,2,4,20,Kansas,1,40 - 49,185726,184821,181131,176980,172397,168481
40,2,4,20,Kansas,1,50 - 59,190985,191295,193235,193963,193959,193268
40,2,4,20,Kansas,1,60 - 69,124753,125909,131483,136594,141008,145883
40,2,4,20,Kansas,1,70 - 79,68315,68374,69112,70402,73057,75295
40,2,4,20,Kansas,1,80 - 89,42350,42350,43208,43729,44160,44632
40,2,4,20,Kansas,1,999,1399237,1401385,1407475,1415416,1421351,1427654
40,2,4,20,Kansas,2,0 - 9,199630,199801,199198,199163,198158,196948
40,2,4,20,Kansas,2,10 - 19,195054,195379,195474,194970,194460,194403
40,2,4,20,Kansas,2,20 - 29,194447,194659,195068,196323,195699,195175
40,2,4,20,Kansas,2,30 - 39,173214,173371,174009,175907,178396,181373
40,2,4,20,Kansas,2,40 - 49,187874,186836,182741,178067,173163,168921
40,2,4,20,Kansas,2,50 - 59,195682,196245,198748,199733,199985,199183
40,2,4,20,Kansas,2,60 - 69,131722,132777,138052,143468,147956,153413
40,2,4,20,Kansas,2,70 - 79,83785,83812,84204,85204,87557,89717
40,2,4,20,Kansas,2,80 - 89,73911,73911,74271,74645,74685,74474
40,2,4,20,Kansas,2,999,1435319,1437020,1441765,1447480,1450059,1453607
40,3,6,21,Kentucky,0,0 - 9,565250,565233,563886,562522,560830,558213
40,3,6,21,Kentucky,0,10 - 19,579387,580127,576127,570141,568659,567392
40,3,6,21,Kentucky,0,20 - 29,562977,566984,572483,577593,582474,587111
40,3,6,21,Kentucky,0,30 - 39,560016,560069,556052,552713,554139,554246
40,3,6,21,Kentucky,0,40 - 49,612318,612126,606882,598001,588074,575432
40,3,6,21,Kentucky,0,50 - 59,607226,609659,616845,620280,625103,626667
40,3,6,21,Kentucky,0,60 - 69,436620,439833,454404,468740,479762,494735
40,3,6,21,Kentucky,0,70 - 79,245042,246028,251002,257473,267213,275490
40,3,6,21,Kentucky,0,80 - 89,147521,147521,149903,151707,153102,154734
40,3,6,21,Kentucky,0,999,4316357,4328361,4347584,4359170,4379356,4394020
40,3,6,21,Kentucky,1,0 - 9,289035,288932,288314,287315,286737,285739
40,3,6,21,Kentucky,1,10 - 19,296472,297095,295642,292928,292044,290896
40,3,6,21,Kentucky,1,20 - 29,280118,282214,284813,288557,292187,295720
40,3,6,21,Kentucky,1,30 - 39,280112,279999,277338,275016,275634,275547
40,3,6,21,Kentucky,1,40 - 49,303276,303190,300878,296856,292007,285879
40,3,6,21,Kentucky,1,50 - 59,296202,297360,300703,302062,304642,305437
40,3,6,21,Kentucky,1,60 - 69,208907,210478,217584,224445,229579,236540
40,3,6,21,Kentucky,1,70 - 79,108975,109492,112040,115377,120236,124363
40,3,6,21,Kentucky,1,80 - 89,51132,51132,52704,54000,55150,56307
40,3,6,21,Kentucky,1,999,2114229,2120288,2130016,2136556,2148216,2156428
40,3,6,21,Kentucky,2,0 - 9,276215,276301,275572,275207,274093,272474
40,3,6,21,Kentucky,2,10 - 19,282915,283032,280485,277213,276615,276496
40,3,6,21,Kentucky,2,20 - 29,282859,284770,287670,289036,290287,291391
40,3,6,21,Kentucky,2,30 - 39,279904,280070,278714,277697,278505,278699
40,3,6,21,Kentucky,2,40 - 49,309042,308936,306004,301145,296067,289553
40,3,6,21,Kentucky,2,50 - 59,311024,312299,316142,318218,320461,321230
40,3,6,21,Kentucky,2,60 - 69,227713,229355,236820,244295,250183,258195
40,3,6,21,Kentucky,2,70 - 79,136067,136536,138962,142096,146977,151127
40,3,6,21,Kentucky,2,80 - 89,96389,96389,97199,97707,97952,98427
40,3,6,21,Kentucky,2,999,2202128,2208073,2217568,2222614,2231140,2237592
40,3,7,22,Louisiana,0,0 - 9,620622,621054,621312,622620,623012,622504
40,3,7,22,Louisiana,0,10 - 19,632766,631100,622426,615491,610866,607349
40,3,7,22,Louisiana,0,20 - 29,659317,662921,673237,678278,679782,679790
40,3,7,22,Louisiana,0,30 - 39,565359,568108,576240,585724,598006,610580
40,3,7,22,Louisiana,0,40 - 49,610350,608769,601374,591077,579492,566784
40,3,7,22,Louisiana,0,50 - 59,621607,624033,632988,637152,640015,639710
40,3,7,22,Louisiana,0,60 - 69,421359,424907,442673,458097,470923,487594
40,3,7,22,Louisiana,0,70 - 79,236518,237318,242049,247811,256508,264479
40,3,7,22,Louisiana,0,80 - 89,143020,143020,146195,148865,150375,151994
40,3,7,22,Louisiana,0,999,4510918,4522123,4558494,4585115,4608979,4630784
40,3,7,22,Louisiana,1,0 - 9,316522,316667,316884,317457,317555,317346
40,3,7,22,Louisiana,1,10 - 19,321918,321379,317504,314067,311486,309668
40,3,7,22,Louisiana,1,20 - 29,326182,327821,332254,335212,337118,337795
40,3,7,22,Louisiana,1,30 - 39,279905,281347,285518,289786,295660,301522
40,3,7,22,Louisiana,1,40 - 49,298757,297918,294089,289349,283473,277209
40,3,7,22,Louisiana,1,50 - 59,302735,303833,307855,309273,310119,309947
40,3,7,22,Louisiana,1,60 - 69,199895,201615,209972,217370,223536,231204
40,3,7,22,Louisiana,1,70 - 79,103362,103844,106361,109311,113527,117370
40,3,7,22,Louisiana,1,80 - 89,50810,50810,52459,53788,54753,55832
40,3,7,22,Louisiana,1,999,2200086,2205645,2222896,2235613,2247227,2257893
40,3,7,22,Louisiana,2,0 - 9,304100,304387,304428,305163,305457,305158
40,3,7,22,Louisiana,2,10 - 19,310848,309721,304922,301424,299380,297681
40,3,7,22,Louisiana,2,20 - 29,333135,335100,340983,343066,342664,341995
40,3,7,22,Louisiana,2,30 - 39,285454,286761,290722,295938,302346,309058
40,3,7,22,Louisiana,2,40 - 49,311593,310851,307285,301728,296019,289575
40,3,7,22,Louisiana,2,50 - 59,318872,320200,325133,327879,329896,329763
40,3,7,22,Louisiana,2,60 - 69,221464,223292,232701,240727,247387,256390
40,3,7,22,Louisiana,2,70 - 79,133156,133474,135688,138500,142981,147109
40,3,7,22,Louisiana,2,80 - 89,92210,92210,93736,95077,95622,96162
40,3,7,22,Louisiana,2,999,2310832,2316478,2335598,2349502,2361752,2372891
40,1,1,23,Maine,0,0 - 9,143636,142778,140673,139205,137578,135960
40,1,1,23,Maine,0,10 - 19,167293,166669,164466,161636,158795,156789
40,1,1,23,Maine,0,20 - 29,151179,151192,152924,154037,155046,156195
40,1,1,23,Maine,0,30 - 39,151012,150071,147599,146230,146283,146931
40,1,1,23,Maine,0,40 - 49,198618,197527,193158,187633,181195,174921
40,1,1,23,Maine,0,50 - 59,213320,213832,216308,217098,217111,216198
40,1,1,23,Maine,0,60 - 69,154673,156145,163037,169558,174505,180555
40,1,1,23,Maine,0,70 - 79,86531,86721,88118,90632,94940,98856
40,1,1,23,Maine,0,80 - 89,59535,59535,60204,61250,61832,62295
40,1,1,23,Maine,0,999,1325797,1324722,1326487,1327279,1327285,1328700
40,1,1,23,Maine,1,0 - 9,73848,73427,72284,71470,70637,69687
40,1,1,23,Maine,1,10 - 19,86013,85719,84645,83143,81680,80605
40,1,1,23,Maine,1,20 - 29,75540,75542,76593,77400,78121,78886
40,1,1,23,Maine,1,30 - 39,74197,73725,72551,71805,71908,72329
40,1,1,23,Maine,1,40 - 49,97387,96862,94808,91935,88869,85747
40,1,1,23,Maine,1,50 - 59,103923,104149,105342,105732,105737,105311
40,1,1,23,Maine,1,60 - 69,75792,76484,79650,82698,84972,87683
40,1,1,23,Maine,1,70 - 79,39572,39722,40568,41922,44038,46030
40,1,1,23,Maine,1,80 - 89,21464,21464,22096,22762,23303,23751
40,1,1,23,Maine,1,999,647736,647229,648537,648867,649265,650029
40,1,1,23,Maine,2,0 - 9,69788,69351,68389,67735,66941,66273
40,1,1,23,Maine,2,10 - 19,81280,80950,79821,78493,77115,76184
40,1,1,23,Maine,2,20 - 29,75639,75650,76331,76637,76925,77309
40,1,1,23,Maine,2,30 - 39,76815,76346,75048,74425,74375,74602
40,1,1,23,Maine,2,40 - 49,101231,100665,98350,95698,92326,89174
40,1,1,23,Maine,2,50 - 59,109397,109683,110966,111366,111374,110887
40,1,1,23,Maine,2,60 - 69,78881,79661,83387,86860,89533,92872
40,1,1,23,Maine,2,70 - 79,46959,46999,47550,48710,50902,52826
40,1,1,23,Maine,2,80 - 89,38071,38071,38108,38488,38529,38544
40,1,1,23,Maine,2,999,678061,677493,677950,678412,678020,678671
40,3,5,24,Maryland,0,0 - 9,731368,731525,734032,737514,740760,744732
40,3,5,24,Maryland,0,10 - 19,784724,784071,780997,773584,766686,763139
40,3,5,24,Maryland,0,20 - 29,776021,779067,791958,800524,808690,812777
40,3,5,24,Maryland,0,30 - 39,736984,737952,739945,748955,762068,774901
40,3,5,24,Maryland,0,40 - 49,874208,872213,863201,851635,832634,809909
40,3,5,24,Maryland,0,50 - 59,817666,821972,838861,853453,863906,872919
40,3,5,24,Maryland,0,60 - 69,544369,549287,572041,591458,609095,627407
40,3,5,24,Maryland,0,70 - 79,284370,285626,293007,302954,318563,331734
40,3,5,24,Maryland,0,80 - 89,196728,196728,200962,203926,207498,209762
40,3,5,24,Maryland,0,999,5746438,5759599,5815004,5864003,5909900,5947280
40,3,5,24,Maryland,1,0 - 9,372786,372836,374165,376228,377866,379911
40,3,5,24,Maryland,1,10 - 19,400849,400605,398997,395125,391443,389345
40,3,5,24,Maryland,1,20 - 29,385222,386994,394287,399556,404354,406780
40,3,5,24,Maryland,1,30 - 39,353643,354511,356650,362415,369741,376437
40,3,5,24,Maryland,1,40 - 49,418348,417421,413036,407606,398727,388016
40,3,5,24,Maryland,1,50 - 59,389587,391724,400021,407254,412589,417289
40,3,5,24,Maryland,1,60 - 69,254802,257061,267512,276158,283658,291657
40,3,5,24,Maryland,1,70 - 79,125237,125849,129324,134004,141345,147378
40,3,5,24,Maryland,1,80 - 89,69438,69438,71828,73573,75215,76324
40,3,5,24,Maryland,1,999,2769912,2777061,2805820,2831919,2854938,2873137
40,3,5,24,Maryland,2,0 - 9,358582,358689,359867,361286,362894,364821
40,3,5,24,Maryland,2,10 - 19,383875,383466,382000,378459,375243,373794
40,3,5,24,Maryland,2,20 - 29,390799,392073,397671,400968,404336,405997
40,3,5,24,Maryland,2,30 - 39,383341,383441,383295,386540,392327,398464
40,3,5,24,Maryland,2,40 - 49,455860,454792,450165,444029,433907,421893
40,3,5,24,Maryland,2,50 - 59,428079,430248,438840,446199,451317,455630
40,3,5,24,Maryland,2,60 - 69,289567,292226,304529,315300,325437,335750
40,3,5,24,Maryland,2,70 - 79,159133,159777,163683,168950,177218,184356
40,3,5,24,Maryland,2,80 - 89,127290,127290,129134,130353,132283,133438
40,3,5,24,Maryland,2,999,2976526,2982538,3009184,3032084,3054962,3074143
40,1,1,25,Massachusetts,0,0 - 9,752781,751366,748976,746979,745353,742377
40,1,1,25,Massachusetts,0,10 - 19,868342,871216,870336,864402,861076,855311
40,1,1,25,Massachusetts,0,20 - 29,914313,920099,933528,946413,961536,971866
40,1,1,25,Massachusetts,0,30 - 39,819681,819033,817656,823916,837080,850529
40,1,1,25,Massachusetts,0,40 - 49,982999,980549,968762,952410,931645,906984
40,1,1,25,Massachusetts,0,50 - 59,929593,933882,951885,967493,980923,990936
40,1,1,25,Massachusetts,0,60 - 69,635004,641080,669141,693505,713081,736485
40,1,1,25,Massachusetts,0,70 - 79,354593,354884,359127,367530,384099,397463
40,1,1,25,Massachusetts,0,80 - 89,283672,283672,285372,287179,288315,287837
40,1,1,25,Massachusetts,0,999,6540978,6556805,6604783,6649827,6703108,6739788
40,1,1,25,Massachusetts,1,0 - 9,384158,383459,382405,381701,381069,379647
40,1,1,25,Massachusetts,1,10 - 19,442264,443193,442040,438427,436137,433149
40,1,1,25,Massachusetts,1,20 - 29,452092,455255,463309,471008,478986,484592
40,1,1,25,Massachusetts,1,30 - 39,400259,400216,400286,404346,411231,418582
40,1,1,25,Massachusetts,1,40 - 49,479321,478072,472115,464017,453466,441691
40,1,1,25,Massachusetts,1,50 - 59,450058,452141,461051,468805,475573,480406
40,1,1,25,Massachusetts,1,60 - 69,299420,302401,315884,327590,336838,348164
40,1,1,25,Massachusetts,1,70 - 79,154722,155061,157729,162211,170465,176949
40,1,1,25,Massachusetts,1,80 - 89,98576,98576,99899,101278,102573,102933
40,1,1,25,Massachusetts,1,999,3160870,3168874,3194718,3219383,3246338,3266113
40,1,1,25,Massachusetts,2,0 - 9,368623,367907,366571,365278,364284,362730
40,1,1,25,Massachusetts,2,10 - 19,426078,428023,428296,425975,424939,422162
40,1,1,25,Massachusetts,2,20 - 29,462221,464844,470219,475405,482550,487274
40,1,1,25,Massachusetts,2,30 - 39,419422,418817,417370,419570,425849,431947
40,1,1,25,Massachusetts,2,40 - 49,503678,502477,496647,488393,478179,465293
40,1,1,25,Massachusetts,2,50 - 59,479535,481741,490834,498688,505350,510530
40,1,1,25,Massachusetts,2,60 - 69,335584,338679,353257,365915,376243,388321
40,1,1,25,Massachusetts,2,70 - 79,199871,199823,201398,205319,213634,220514
